0;;;6;11;0;-60;0;-1;50;0;MW
0;;;6;12;0;-70;0;-1;50;0;MW
0;;;6;12;0;-65;0;-1;50;0;MW
0;;;6;12;0;-60;0;-1;50;0;MW
0;;;6;12;0;-65;0;-1;50;0;MW
0;;;6;13;0;-70;0;-1;50;0;MW
0;;;6;13;0;-65;0;-1;50;0;MW
0;;;6;13;0;-60;0;-1;50;0;MW
0;;;6;13;30;-70;0;-1;50;0;MW
0;;;6;14;0;-70;0;-1;50;0;MW
0;;;6;14;0;-65;0;-1;50;0;MW
0;;;6;14;0;-60;0;-1;50;0;MW
0;;;6;14;30;-55;0;-1;50;0;MW
0;;;6;15;0;-70;0;-1;50;0;MW
0;;;6;15;0;-65;0;-1;50;0;MW
0;;;6;15;0;-60;0;-1;50;0;MW
0;;;6;15;0;-55;0;-1;50;0;MW
0;;;6;16;0;-70;0;-1;50;0;MW
0;;;6;16;0;-65;0;-1;50;0;MW
0;;;6;16;0;-60;0;-1;50;0;MW
0;;;6;16;0;-55;0;-1;50;0;MW
0;;;6;16;30;-30;0;-1;50;0;MW
0;;;6;16;30;-35;0;-1;50;0;MW
0;;;6;16;30;-40;0;-1;50;0;MW
0;;;6;16;45;-25;0;-1;50;0;MW
0;;;6;17;0;-60;0;-1;50;0;MW
0;;;6;17;0;-50;0;-1;50;0;MW
0;;;6;17;0;-45;0;-1;50;0;MW
0;;;6;17;0;-30;0;-1;50;0;MW
0;;;6;17;0;-25;0;-1;50;0;MW
0;;;6;17;15;-20;0;-1;50;0;MW
0;;;6;17;15;-25;0;-1;50;0;MW
0;;;6;17;30;-50;0;-1;50;0;MW
0;;;6;17;30;-30;0;-1;50;0;MW
0;;;6;17;30;-25;0;-1;50;0;MW
0;;;6;17;30;-20;0;-1;50;0;MW
0;;;6;17;30;-50;0;-1;50;0;MW
0;;;6;17;30;-45;0;-1;50;0;MW
0;;;6;17;30;-40;0;-1;50;0;MW
0;;;6;17;30;-15;0;-1;50;0;MW
0;;;6;17;45;-20;0;-1;50;0;MW
0;;;6;18;0;-50;0;-1;50;0;MW
0;;;6;18;0;-45;0;-1;50;0;MW
0;;;6;18;0;-40;0;-1;50;0;MW
0;;;6;18;0;-30;0;-1;50;0;MW
0;;;6;18;0;-20;0;-1;50;0;MW
0;;;6;18;0;-15;0;-1;50;0;MW
0;;;6;18;0;-10;0;-1;50;0;MW
0;;;6;18;15;-5;0;-1;50;0;MW
0;;;6;18;15;-10;0;-1;50;0;MW
0;;;6;18;15;-15;0;-1;50;0;MW
0;;;6;18;30;-45;0;-1;50;0;MW
0;;;6;18;30;-40;0;-1;50;0;MW
0;;;6;18;30;-35;0;-1;50;0;MW
0;;;6;18;30;-30;0;-1;50;0;MW
0;;;6;18;30;-25;0;-1;50;0;MW
0;;;6;18;30;-20;0;-1;20;0;MW
0;;;6;18;30;-15;0;-1;50;0;MW
0;;;6;18;30;-10;0;-1;50;0;MW
0;;;6;18;30;-5;0;-1;50;0;MW
0;;;6;18;30;0;0;-1;50;0;MW
0;;;6;18;45;5;0;-1;50;0;MW
0;;;6;18;45;0;0;-1;50;0;MW
0;;;6;18;45;-5;0;-1;50;0;MW
0;;;6;18;45;-20;0;-1;20;0;MW
0;;;6;19;0;-20;0;-1;20;0;MW
0;;;6;19;0;-15;0;-1;50;0;MW
0;;;6;19;0;-10;0;-1;50;0;MW
0;;;6;19;0;-5;0;-1;50;0;MW
0;;;6;19;0;0;0;-1;50;0;MW
0;;;6;19;0;5;0;-1;50;0;MW
0;;;6;19;0;10;0;-1;50;0;MW
0;;;6;19;15;0;0;-1;50;0;MW
0;;;6;19;15;5;0;-1;50;0;MW
0;;;6;19;15;10;0;-1;50;0;MW
0;;;6;19;15;15;0;-1;50;0;MW
0;;;6;19;15;20;0;-1;50;0;MW
0;;;6;19;15;-5;0;-1;50;0;MW
0;;;6;19;15;-10;0;-1;50;0;MW
0;;;6;19;30;0;0;-1;50;0;MW
0;;;6;19;30;5;0;-1;50;0;MW
0;;;6;19;30;10;0;-1;50;0;MW
0;;;6;19;30;15;0;-1;50;0;MW
0;;;6;19;30;20;0;-1;50;0;MW
0;;;6;19;30;25;0;-1;50;0;MW
0;;;6;19;30;35;0;-1;50;0;MW
0;;;6;19;30;40;0;-1;50;0;MW
0;;;6;19;30;45;0;-1;50;0;MW
0;;;6;19;35;30;0;-1;50;0;MW
0;;;6;19;45;5;0;-1;50;0;MW
0;;;6;19;45;10;0;-1;50;0;MW
0;;;6;19;45;25;0;-1;50;0;MW
0;;;6;19;45;30;0;-1;50;0;MW
0;;;6;19;45;40;0;-1;50;0;MW
0;;;6;20;0;15;0;-1;50;0;MW
0;;;6;20;0;20;0;-1;50;0;MW
0;;;6;20;0;25;0;-1;50;0;MW
0;;;6;20;0;30;0;-1;80;0;MW
0;;;6;20;0;35;0;-1;50;0;MW
0;;;6;20;0;40;0;-1;80;0;MW
0;;;6;20;0;45;0;-1;50;0;MW
0;;;6;20;0;50;0;-1;50;0;MW
0;;;6;20;15;25;0;-1;20;0;MW
0;;;6;20;30;30;0;-1;50;0;MW
0;;;6;20;35;30;0;-1;50;0;MW
0;;;6;20;30;25;0;-1;20;0;MW
0;;;6;20;30;35;0;-1;50;0;MW
0;;;6;20;30;40;0;-1;50;0;MW
0;;;6;20;30;45;0;-1;80;0;MW
0;;;6;20;30;50;0;-1;50;0;MW
0;;;6;20;0;40;0;-1;50;0;MW
0;;;6;21;0;45;0;-1;50;0;MW
0;;;6;21;0;50;0;-1;50;0;MW
0;;;6;21;0;55;0;-1;50;0;MW
0;;;6;21;0;60;0;-1;50;0;MW
