NGC6803;PN;SGE;VUL
IC4663;PN;SCO;ARA
NGC6881;PN;VUL;CYG
NGC6886;PN;AQL;SGE
IC4406;PN;LUP;CEN
IC1454;PN;UMI;CEP
NGC2440;PN;MON;PUP
NGC6751;PN;SCT;SGR
NGC6445;PN;OPH;SER2
IC4599;PN;SCO;NOR
NGC2610;PN;HYA;PYX
NGC3918;PN;CRU;CEN
NGC6337;PN;OPH;SCO
NGC6578;PN;SGR;SCT
NGC6026;PN;SCO;LUP
NGC7139;PN;CEP;CYG
NGC6302;PN;OPH;SCO
NGC6842;PN;VUL;SGE
NGC3211;PN;CAR;VOL
IC5217;PN;LAC;CEP
NGC5189;PN;CIR;MUS
IC4677;PN;DRA;UMI
NGC5979;PN;TRA;NOR
NGC6891;PN;SGE;DEL
NGC5844;PN;CIR;TRA
NGC6778;PN;AQL;SER2
NGC6072;PN;SCO;LUP
NGC2438;PN;MON;PUP
NGC2452;PN;PUP;PYX
NGC6153;PN;NOR;SCO
NGC7076;PN;CYG;CEP
NGC6884;PN;CYG;LYR
NGC2792;PN;VEL;PYX
NGC6439;PN;OPH;SER2
IC5148;PN;GRU;PSA
NGC7026;PN;CYG;LAC
IC4673;PN;SCO;SGR
IC4846;PN;SGR;AQL
NGC4071;PN;CRU;CEN
IC289;PN;CAS;CAM
IC4637;PN;SCO;NOR
IC2553;PN;CAR;VOL
NGC6326;PN;ARA;TRA
NGC3132;PN;ANT;VEL
NGC4361;PN;HYA;CRV
IC2621;PN;CAR;VEL
NGC7094;PN;PEG;AQR
NGC6905;PN;SGE;VUL
PNVV'550;PN;PEG;AQR
NGC2899;PN;CAR;VEL
NGC6620;PN;SGR;SCO
NGC2242;PN;LYN;AUR
IC972;PN;VIR;CRV
NGC5873;PN;LUP;LIB
IC4699;PN;CRA;SGR
NGC6567;PN;SER2;OPH
NGC7354;PN;CEP;LAC
NGC2346;PN;CMI;MON
NGC2867;PN;CAR;VEL
NGC6765;PN;LYR;VUL
NGC6563;PN;CRA;SGR
IC2165;PN;MON;ORI
PNM1-3;PN;FOR;ERI
NGC5307;PN;CEN;LUP
NGC6742;PN;DRA;HER
IC2448;PN;CAR;VOL
NGC6852;PN;AQL;SER2
NGC6833;PN;DRA;CYG
IC3568;PN;DRA;CAM
NGC2818;PN;VEL;PYX
IC2501;PN;CAR;VOL
IC418;PN;ORI;ERI
NGC6565;PN;CRA;SGR
IC1295;PN;SCT;AQL
NGC6644;PN;SCT;SGR
NGC6309;PN;OPH;SER2
IC1747;PN;CAS;PER
NGC5315;PN;MUS;APS
PNTc1;PN;SCO;ARA
NGC6537;PN;OPH;SER2
NGC6629;PN;SCT;SGR
NGC7048;PN;CYG;PEG
NGC6894;PN;VUL;SGE
IC4670;PN;SCO;SGR
NGC3699;PN;CEN;CAR
IC1297;PN;CRA;SGR
NGC6772;PN;AQL;SGR
IC5117;PN;CYG;LYR
NGC6741;PN;AQL;SER2
NGC6781;PN;SGE;AQL
NGC40;PN;CAS;CEP
NGC2371;PN;GEM;LYN
IC4776;PN;SGR;SCO
M97 (M97);PN;UMA;LYN
NGC1501;PN;CAM;CAS
NGC752;OC;TRI;ARI
 (M38);OC;TAU;AUR
 (M36);OC;AUR;TAU
 (M37);OC;TAU;ORI
NGC2281;OC;AUR;LYN
NGC1502;OC;CAM;CAS
 (M44);OC;GEM;CNC
 (M67);OC;HYA;CNC
 (M41);OC;CMA;MON
 (M52);OC;AND;CAS
NGC7790;OC;CAS;CEP
NGC457;OC;AND;CAS
NGC559;OC;CAS;PER
 (M103);OC;CAS;PER
NGC637;OC;PER;CAS
NGC663;OC;CAS;PER
IC1805;OC;CAS;PER
NGC1027;OC;CAS;PER
H1;OC;CAS;CAM
IC1396;OC;CEP;CYG
NGC7160;OC;CEP;CYG
Mel111;OC;COM;CVN
NGC6871;OC;CYG;VUL
IC4996;OC;VUL;CYG
NGC6910;OC;CYG;LYR
 (M29);OC;VUL;CYG
 (M39);OC;CYG;LAC
NGC2129;OC;GEM;TAU
 (M35);OC;GEM;ORI
 (M48);OC;HYA;MON
NGC7243;OC;LAC;CEP
NGC2244;OC;MON;GEM
NGC2264;OC;GEM;MON
NGC2301;OC;MON;ORI
 (M50);OC;CMI;MON
NGC2353;OC;MON;ORI
IC4665;OC;OPH;SER2
NGC6633;OC;OPH;SER2
NGC2169;OC;GEM;ORI
NGC2175;OC;GEM;ORI
h;OC;PER;AND
chi;OC;PER;AND
NGC957;OC;CAS;PER
 (M34);OC;PER;TRI
NGC1245;OC;CAM;PER
NGC1342;OC;ARI;PER
NGC1444;OC;CAM;PER
NGC1528;OC;CAM;PER
 (M47);OC;MON;PUP
NGC2423;OC;MON;PUP
NGC2439;OC;PUP;CMA
 (M93);OC;PUP;CMA
NGC2451;OC;PUP;CMA
NGC2477;OC;PUP;CMA
NGC2546;OC;VEL;PUP
NGC2571;OC;PUP;VEL
 (M23);OC;OPH;SER2
NGC6530;OC;SCO;SGR
 (M21);OC;SCO;SGR
 (M24);OC;SCT;SGR
 (M18);OC;SCT;SGR
 (M17);OC;SCT;SGR
NGC6716;OC;SCT;SGR
NGC6383;OC;SCO;OPH
 (M6);OC;SCO;OPH
 (M7);OC;SCO;SGR
 (M11);OC;AQL;SCT
 (M16);OC;SCT;SER2
IC4756;OC;AQL;SER2
 (M45) Plejaden;OC;TAU;ARI
Hyaden Hyaden;OC;TAU;ARI
NGC1647;OC;TAU;AUR
NGC1746;OC;TAU;ORI
Cr399 Brocchi-Galaxienhaufen;OC;VUL;SGE
NGC2181;OC;DOR;PIC
NGC1905;OC;DOR;PIC
BRHT49b;OC;DOR;HYI
NGC6583;OC;SGR;SCO
NGC1942;OC;DOR;PIC
NGC1872;OC;DOR;HYI
NGC6882;OC;SGE;VUL
NGC659;OC;CAS;PER
NGC6167;OC;NOR;SCO
NGC5662;OC;LUP;CEN
NGC6683;OC;AQL;SER2
NGC1876;OC;DOR;HYI
NGC609;OC;CAS;PER
NGC1883;OC;CAM;AUR
NGC1859;OC;DOR;PIC
NGC2075;OC;DOR;PIC
NGC2358;OC;MON;CMA
NGC419;OC;HYI;TUC
NGC6802;OC;CYG;LYR
NGC2234;OC;ORI;GEM
NGC6192;OC;NOR;SCO
NGC5593;OC;CEN;LUP
NGC133;OC;CAS;CEP
NGC3247;OC;CAR;VOL
NGC2136;OC;DOR;PIC
IC348;OC;TAU;PER
NGC6568;OC;SGR;SCO
NGC1750;OC;TAU;ORI
NGC1878;OC;DOR;HYI
NGC2172;OC;DOR;PIC
NGC2160;OC;DOR;PIC
NGC5460;OC;CEN;LUP
IC348a;OC;TAU;PER
NGC299;OC;HYI;TUC
NGC7031;OC;CYG;LAC
NGC2383;OC;CMA;MON
NGC1865;OC;DOR;HYI
NGC2166;OC;DOR;PIC
NGC2849;OC;VEL;PYX
NGC2184;OC;CMA;MON
NAMELW426w;OC;DOR;PIC
NGC2041;OC;DOR;PIC
NGC225;OC;CAS;CEP
NGC1839;OC;DOR;PIC
NGC2236;OC;MON;ORI
NGC2006;OC;DOR;PIC
NGC6939;OC;CEP;DRA
NGC1913;OC;DOR;HYI
NGC6444;OC;SCO;OPH
NGC1768;OC;DOR;RET
NGC1813;OC;DOR;HYI
NGC6124;OC;SCO;NOR
NGC1557;OC;MEN;HYI
OCl374;OC;CAM;CEP
NGC2645;OC;CAR;VEL
NGC1802;OC;TAU;ORI
NGC884;OC;PER;AND
NGC2143;OC;ORI;MON
NGC3114;OC;CAR;VOL
NGC1704;OC;DOR;HYI
IC1311;OC;CYG;LYR
NGC1775;OC;DOR;HYI
NGC2204;OC;CMA;LEP
NGC6639;OC;SER2;SCT
NGC1840;OC;DOR;PIC
NGC2420;OC;GEM;CMI
NGC465;OC;HYI;TUC
IC2156;OC;GEM;TAU
NGC2241;OC;DOR;PIC
NGC5284;OC;CIR;MUS
NGC602b;OC;HYI;TUC
NGC2042;OC;DOR;PIC
IC1660;OC;HYI;TUC
NGC1798;OC;CAM;AUR
NGC7142;OC;CEP;DRA
NGC1693;OC;DOR;HYI
NGC2669;OC;CAR;VEL
NGC6216;OC;SCO;ARA
NGC1994;OC;DOR;PIC
NGC5138;OC;CEN;MUS
NGC2194;OC;ORI;GEM
NGC2097;OC;DOR;PIC
NGC1695;OC;DOR;HYI
NGC4609;OC;CEN;CRU
NGC1971;OC;DOR;PIC
NGC6416;OC;SCO;OPH
NGC1820;OC;DOR;PIC
NGC2065;OC;DOR;PIC
NGC2086;OC;DOR;PIC
IC4651;OC;NOR;SCO
NGC3519;OC;CAR;VEL
NGC1548;OC;TAU;PER
NGC6755;OC;AQL;SER2
NGC1786;OC;DOR;PIC
NGC7789;OC;CAS;AND
NGC6827;OC;VUL;CYG
IC348d;OC;TAU;PER
NGC1984;OC;DOR;PIC
NGC1846;OC;DOR;PIC
NGC743;OC;CAS;PER
NGC2421;OC;MON;PUP
IC5146;OC;LAC;CYG
IC2602;OC;CAR;VOL
NGC6834;OC;VUL;SGE
NGC1804;OC;DOR;HYI
NGC6840;OC;SGE;AQL
NGC5925;OC;NOR;CIR
NGC2002;OC;DOR;PIC
NGC2117;OC;DOR;PIC
NGC6208;OC;ARA;TRA
NGC7762;OC;CAS;CEP
NGC136;OC;CAS;CEP
NGC361;OC;HYI;TUC
NGC1782;OC;DOR;HYI
NGC1953;OC;DOR;PIC
NGC7510;OC;CAS;CEP
NGC2164;OC;DOR;PIC
IC1626;OC;HYI;TUC
NGC6604;OC;SCT;SER2
NGC3960;OC;CRU;CEN
NGC2036;OC;DOR;PIC
NGC2345;OC;MON;ORI
NGC2360;OC;MON;CMA
NGC6709;OC;AQL;HER
NGC3324;OC;CAR;VOL
NGC1724;OC;CAM;AUR
NGC2061;OC;COL;PIC
NGC6625;OC;SCT;SER2
NGC6115;OC;SCO;NOR
NGC6883;OC;VUL;CYG
NGC6523;OC;SCO;SGR
NGC2257;OC;PIC;CAR
ESO56-102;OC;DOR;HYI
NGC2111;OC;DOR;HYI
NGC6774;OC;SGR;AQL
IC2714;OC;CAR;CEN
NGC1926;OC;DOR;HYI
NGC2309;OC;MON;ORI
NGC2925;OC;CAR;VEL
NGC2401;OC;CMA;MON
NGC2047;OC;DOR;PIC
NGC3255;OC;CAR;VOL
NGC796;OC;HYI;TUC
NGC4439;OC;CRU;CEN
NGC2270;OC;MON;GEM
NGC376;OC;HYI;TUC
NAMENGC6334FIRV;OC;OPH;SCO
NGC2910;OC;VEL;CAR
NGC2080;OC;DOR;PIC
NGC1834;OC;DOR;PIC
NGC2395;OC;CMI;GEM
NGC188;OC;CEP;CAS
IC1442;OC;LAC;CEP
NGC4755;OC;CRU;CEN
NGC2455;OC;CMA;COL
NGC346;OC;HYI;TUC
NGC1891;OC;COL;PIC
NGC7438;OC;CAS;LAC
NGC1932;OC;DOR;PIC
NGC1951;OC;DOR;PIC
NGC220;OC;HYI;TUC
NGC1496;OC;CAM;PER
NGC146;OC;CAS;CEP
NGC1938;OC;DOR;HYI
NGC2374;OC;CMA;MON
NGC1967;OC;DOR;PIC
NGC6839;OC;SGE;AQL
NGC231;OC;HYI;TUC
NGC1986;OC;DOR;PIC
NGC2158;OC;GEM;ORI
NGC2237;OC;MON;ORI
NGC1997;OC;DOR;PIC
NGC2265;OC;GEM;MON
NGC1920;OC;DOR;PIC
NGC3228;OC;CAR;VEL
NGC248;OC;HYI;TUC
NGC2092;OC;DOR;PIC
NGC339;OC;HYI;TUC
NGC381;OC;CAS;CEP
NGC5288;OC;CIR;MUS
NGC2157;OC;DOR;PIC
NGC6940;OC;VUL;DEL
NGC7058;OC;CYG;CEP
IC1641;OC;HYI;TUC
NGC1897;OC;DOR;RET
NGC6704;OC;AQL;SER2
NGC1766;OC;DOR;HYI
NGC2335;OC;MON;ORI
NGC2171;OC;DOR;PIC
NGC6830;OC;VUL;SGE
NGC6728;OC;SCT;AQL
NGC330;OC;HYI;TUC
NGC2567;OC;PUP;VEL
NGC2362;OC;CMA;PUP
NGC6451;OC;SCO;OPH
IC4291;OC;CIR;MUS
NGC7686;OC;AND;CAS
NGC1733;OC;DOR;PIC
NGC2506;OC;PUP;MON
NGC1940;OC;DOR;PIC
NGC1916;OC;DOR;HYI
LHA120-N43;OC;DOR;PIC
NGC2252;OC;GEM;MON
NGC2354;OC;CMA;PUP
NGC6866;OC;CYG;LYR
IC361;OC;CAM;PER
NGC6828;OC;AQL;SGE
NGC1793;OC;DOR;HYI
NGC2483;OC;PUP;CMA
NGC411;OC;HYI;TUC
NGC1582;OC;PER;AUR
NGC1776;OC;DOR;PIC
NGC2066;OC;DOR;PIC
NGC1767;OC;DOR;HYI
IC348g;OC;TAU;PER
NGC2024;OC;ORI;MON
NGC3105;OC;CAR;VOL
NGC3231;OC;DRA;UMA
NGC7067;OC;CYG;LAC
HD32279;OC;DOR;PIC
NGC6793;OC;VUL;LYR
NGC2113;OC;DOR;PIC
NGC1928;OC;DOR;HYI
NGC2140;OC;DOR;PIC
NGC7245;OC;LAC;CEP
NGC6546;OC;SGR;SER2
NGC1801;OC;DOR;HYI
IC410;OC;TAU;AUR
NGC6823;OC;VUL;CYG
NGC1874;OC;DOR;HYI
NGC2428;OC;MON;PUP
NGC242;OC;HYI;TUC
NAMEHIP37742CLUSTER;OC;PUP;CMA
NGC1791;OC;DOR;HYI
NGC1348;OC;CAM;PER
NGC1950;OC;DOR;HYI
IC1662;OC;HYI;TUC
IC348i;OC;TAU;PER
NGC265;OC;HYI;TUC
NGC2587;OC;PYX;VEL
NGC1662;OC;TAU;ORI
NGC2202;OC;MON;ORI
NGC1915;OC;DOR;PIC
NGC1922;OC;DOR;HYI
NGC2118;OC;DOR;PIC
NGC5999;OC;NOR;LUP
NGC7235;OC;LAC;CEP
NGC7084;OC;VUL;PEG
NGC6507;OC;OPH;SER2
NGC6067;OC;NOR;ARA
NGC2114;OC;DOR;PIC
IC2395;OC;CAR;VEL
NGC654;OC;CAS;PER
NGC7226;OC;LAC;CEP
NGC2016;OC;DOR;PIC
NGC5043;OC;CEN;MUS
NGC6664;OC;AQL;SER2
NGC2635;OC;VEL;PYX
NGC1907;OC;TAU;AUR
NGC1810;OC;DOR;PIC
NGC1817;OC;ORI;TAU
NGC2153;OC;DOR;PIC
NGC1941;OC;DOR;PIC
NGC176;OC;HYI;TUC
NGC1857;OC;AUR;TAU
NGC2126;OC;AUR;CAM
NGC3036;OC;CAR;VOL
NGC6193;OC;NOR;ARA
NGC1749;OC;DOR;PIC
NGC4337;OC;CEN;CRU
NGC2262;OC;MON;GEM
NGC6800;OC;CYG;LYR
NGC1944;OC;DOR;HYI
NGC6819;OC;CYG;LYR
NAMENGC6334-I;OC;OPH;SCO
NGC2489;OC;PUP;CMA
NGC6259;OC;SCO;ARA
NGC1708;OC;CAM;AUR
NGC1718;OC;DOR;RET
NGC1844;OC;DOR;PIC
NGC1969;OC;DOR;PIC
NGC1894;OC;DOR;HYI
NGC1664;OC;PER;AUR
NGC1836;OC;DOR;RET
NGC5045;OC;CEN;MUS
NGC2003;OC;DOR;PIC
NGC5617;OC;LUP;CEN
NGC2133;OC;DOR;HYI
NGC1829;OC;DOR;RET
NGC7419;OC;CAS;LAC
NGC643;OC;HYI;TUC
NGC1702;OC;DOR;HYI
NGC1734;OC;DOR;PIC
NGC1745;OC;DOR;HYI
NGC7055;OC;CEP;CYG
NGC2338;OC;CMI;MON
NGC2079;OC;DOR;PIC
NGC1778;OC;TAU;AUR
NGC1849;OC;DOR;PIC
NGC2130;OC;DOR;PIC
NGC1754;OC;DOR;HYI
NGC2509;OC;PUP;MON
NGC2004;OC;DOR;PIC
NGC371;OC;HYI;TUC
ClLindsay105;OC;HYI;TUC
NGC1895;OC;DOR;PIC
NGC152;OC;HYI;TUC
NGC1513;OC;CAM;PER
NGC6603;OC;SCT;SGR
NGC2116;OC;DOR;PIC
NGC886;OC;CAS;PER
NGC6322;OC;SCO;NOR
NGC2123;OC;DOR;PIC
NGC6596;OC;SCT;SGR
NGC1966;OC;DOR;PIC
NGC6231;OC;SCO;ARA
IC2146;OC;DOR;MEN
NGC2083;OC;DOR;PIC
NGC1949;OC;DOR;RET
NGC2100;OC;DOR;PIC
NGC2664;OC;HYA;CNC
NGC1252;OC;HOR;RET
NGC1963;OC;PIC;COL
C0607+206;OC;GEM;ORI
NGC2533;OC;PUP;VEL
NGC1842;OC;DOR;PIC
NGC2096;OC;DOR;PIC
NGC5316;OC;CIR;MUS
NGC4052;OC;CRU;CEN
NGC2112;OC;MON;ORI
NGC1676;OC;DOR;HYI
NGC1814;OC;DOR;PIC
NGC2059;OC;DOR;PIC
NGC2017;OC;ORI;LEP
NGC5381;OC;CIR;MUS
NGC306;OC;HYI;TUC
NGC1673;OC;DOR;HYI
NGC6756;OC;AQL;SER2
NGC2091;OC;DOR;PIC
NGC843;OC;AND;TRI
NGC2527;OC;PUP;VEL
NGC129;OC;CAS;CEP
NGC1220;OC;CAS;CAM
NGC6404;OC;SCO;OPH
NGC3496;OC;CAR;VOL
NGC103;OC;CAS;CEP
NGC2331;OC;GEM;AUR
NGC1880;OC;DOR;HYI
NGC1735;OC;DOR;PIC
NGC1939;OC;DOR;HYI
NGC6561;OC;SER2;OPH
NGC1972;OC;DOR;PIC
M46 (M46);OC;MON;PUP
NGC1959;OC;DOR;PIC
NGC7063;OC;VUL;CYG
NGC2659;OC;CAR;VEL
NGC1815;OC;DOR;HYI
NGC6846;OC;VUL;CYG
NGC4463;OC;CRU;CEN
NGC5764;OC;LUP;CIR
NGC6738;OC;AQL;SGE
NGC6396;OC;OPH;SCO
NGC2192;OC;AUR;GEM
NGC1858;OC;DOR;HYI
NGC416;OC;HYI;TUC
NGC2286;OC;MON;CMI
NGC294;OC;HYI;TUC
NGC2306;OC;MON;ORI
NGC1732;OC;DOR;PIC
NGC1852;OC;DOR;RET
NGC2660;OC;CAR;VEL
NGC1751;OC;DOR;HYI
NGC6647;OC;SCT;SGR
NGC2121;OC;DOR;HYI
NGC189;OC;CAS;CEP
NGC2580;OC;PYX;VEL
NGC2254;OC;GEM;MON
NGC6743;OC;HER;VUL
NGC2109;OC;DOR;PIC
NGC1624;OC;PER;CAM
NGC2251;OC;GEM;MON
NGC3293;OC;CAR;VOL
NGC2324;OC;MON;CMI
IC2161;OC;DOR;MEN
NGC5715;OC;CEN;CIR
NGC2425;OC;MON;PUP
NGC7772;OC;PEG;PSC
NGC2482;OC;PUP;CMA
NGC2210;OC;DOR;PIC
NGC1958;OC;DOR;PIC
NGC2396;OC;CMA;MON
NGC4815;OC;CRU;CEN
NGC6005;OC;NOR;ARA
NGC6481;OC;OPH;SER2
NGC2046;OC;DOR;PIC
NGC1838;OC;DOR;PIC
NGC1890;OC;DOR;HYI
NGC3532;OC;CAR;VEL
NGC2176;OC;DOR;PIC
NGC2479;OC;MON;PUP
IC2488;OC;CAR;VEL
IC348b;OC;TAU;PER
NGC6469;OC;SCO;SGR
NGC6134;OC;SCO;NOR
NGC2609;OC;CAR;VEL
NGC2302;OC;MON;ORI
NGC7788;OC;CAS;CEP
NGC2408;OC;CAM;LYN
NGC2213;OC;DOR;PIC
NGC2125;OC;DOR;PIC
IC2948;OC;CEN;CAR
NGC1860;OC;DOR;RET
NGC2203;OC;DOR;MEN
NGC5281;OC;CIR;MUS
NGC7039;OC;CYG;PEG
NGC1825;OC;DOR;HYI
NGC6087;OC;NOR;ARA
NGC3572b;OC;CAR;VEL
NGC2193;OC;DOR;PIC
NGC5359;OC;APS;CIR
NGC458;OC;HYI;TUC
NGC5120;OC;CEN;MUS
IC348h;OC;TAU;PER
NGC2147;OC;DOR;PIC
NGC4852;OC;CRU;CEN
NGC460;OC;HYI;TUC
IC2134;OC;MEN;DOR
NGC436;OC;AND;CAS
NGC2197;OC;DOR;PIC
NGC2670;OC;CAR;VEL
NGC1900;OC;DOR;PIC
NGC6885;OC;SGE;VUL
NGC6200;OC;ARA;NOR
NGC6605;OC;SER2;SCT
NGC7082;OC;CYG;CEP
IC1023;OC;LUP;CEN
NGC7209;OC;LAC;CYG
NGC1743;OC;DOR;HYI
NGC290;OC;HYI;TUC
NGC6222;OC;SCO;ARA
NGC6374;OC;SCO;OPH
NGC5168;OC;CEN;MUS
NGC7128;OC;CYG;LAC
NGC2137;OC;DOR;PIC
NGC1861;OC;DOR;RET
NGC7380;OC;LAC;CEP
NGC1996;OC;TAU;ORI
M25 (M25);OC;SCT;SGR
NGC1822;OC;DOR;PIC
NGC2105;OC;DOR;PIC
NGC2151;OC;DOR;PIC
NGC1777;OC;DOR;MEN
NGC6242;OC;SCO;OPH
NGC1605;OC;PER;AUR
NGC5749;OC;CIR;LUP
NGC1980;OC;ORI;MON
NGC1795;OC;DOR;HYI
NGC3330;OC;CAR;VEL
NGC3033;OC;CAR;VOL
NGC2368;OC;MON;ORI
NGC1498;OC;ERI;CET
NGC6250;OC;SCO;ARA
NGC6204;OC;SCO;ARA
NGC2430;OC;MON;PUP
NGC7261;OC;LAC;CEP
NGC1789;OC;DOR;HYI
NGC1903;OC;DOR;HYI
NGC2259;OC;GEM;MON
IC1310;OC;VUL;CYG
NGC6268;OC;SCO;OPH
NGC2005;OC;DOR;PIC
NGC2516;OC;CAR;VEL
NGC2062;OC;DOR;PIC
NGC2102;OC;DOR;PIC
NGC2141;OC;ORI;TAU
NGC2088;OC;DOR;PIC
NGC3680;OC;CEN;HYA
NGC2311;OC;MON;CMI
NGC2304;OC;GEM;MON
NGC6645;OC;SCT;SGR
NGC2316;OC;MON;ORI
NGC1943;OC;DOR;HYI
NGC422;OC;HYI;TUC
NGC222;OC;HYI;TUC
NGC2085;OC;DOR;PIC
NGC2095;OC;DOR;PIC
NGC2180;OC;MON;ORI
NGC2243;OC;CMA;COL
NGC1855;OC;DOR;HYI
NGC2627;OC;PYX;HYA
NGC2266;OC;GEM;AUR
NGC6253;OC;ARA;TRA
NGC6837;OC;SGE;AQL
NGC1663;OC;TAU;ORI
NGC7044;OC;CYG;LYR
NGC2134;OC;DOR;HYI
NGC2232;OC;MON;ORI
NGC2051;OC;DOR;HYI
NGC1893;OC;TAU;AUR
M26 (M26);OC;AQL;SER2
NGC7429;OC;CAS;LAC
NGC256;OC;HYI;TUC
NGC2077;OC;DOR;PIC
NGC1929;OC;DOR;RET
NGC2453;OC;PUP;PYX
NGC2384;OC;CMA;MON
NGC6152;OC;ARA;NOR
NGC1867;OC;DOR;PIC
NGC6631;OC;SCT;SER2
M73 (M73);OC;AQR;CAP
NGC602;OC;HYI;TUC
NGC1826;OC;DOR;PIC
NGC2214;OC;DOR;PIC
NGC6178;OC;NOR;SCO
OGLE-CLLMC632;OC;DOR;PIC
NGC6249;OC;SCO;ARA
NGC1755;OC;DOR;RET
NGC2409;OC;CMA;MON
NGC2009;OC;DOR;PIC
NGC2269;OC;MON;GEM
NGC7423;OC;CAS;LAC
NGC2250;OC;MON;ORI
NGC2177;OC;DOR;PIC
IC166;OC;CAS;PER
NGC2343;OC;MON;ORI
NGC6595;OC;SCT;SGR
NGC869;OC;PER;AND
NGC2135;OC;DOR;PIC
NGC1816;OC;DOR;PIC
NGC1896;OC;TAU;AUR
NGC1545;OC;CAM;PER
NGC2025;OC;DOR;HYI
NGC2127;OC;DOR;PIC
NGC6520;OC;SCO;SGR
NGC2098;OC;DOR;PIC
NGC2138;OC;DOR;PIC
NGC2155;OC;DOR;PIC
NGC1697;OC;DOR;PIC
IC348f;OC;TAU;PER
NGC1856;OC;DOR;HYI
NGC5385;OC;UMI;CAM
NGC3590;OC;CAR;CEN
IC1434;OC;LAC;CEP
NGC2010;OC;DOR;PIC
NGC6811;OC;CYG;LYR
NGC2019;OC;DOR;PIC
NGC1863;OC;DOR;RET
IC1590;OC;AND;CAS
NGC2084;OC;DOR;PIC
NGC2120;OC;DOR;PIC
NGC4349;OC;CEN;CRU
NGC2658;OC;PYX;HYA
IC348e;OC;TAU;PER
NGC1911;OC;DOR;PIC
NGC1641;OC;DOR;HYI
NGC7134;OC;AQR;CAP
NGC6950;OC;VUL;DEL
NGC956;OC;PER;AND
NGC1764;OC;DOR;RET
NGC2432;OC;MON;PUP
NGC1850;OC;DOR;RET
NGC5822;OC;TRA;CIR
NGC1862;OC;DOR;PIC
NGC5823;OC;TRA;CIR
IC1655;OC;HYI;TUC
NGC2588;OC;PYX;VEL
NGC2058;OC;DOR;PIC
NGC7036;OC;PEG;EQU
NGC2056;OC;DOR;PIC
NGC1807;OC;TAU;ORI
NGC272;OC;AND;PSC
NGC1711;OC;DOR;HYI
NGC1902;OC;DOR;PIC
NGC2224;OC;ORI;GEM
NGC1885;OC;DOR;HYI
ClMelotte96;OC;VEL;PYX
NGC6025;OC;NOR;TRA
NGC2043;OC;DOR;PIC
NGC2215;OC;MON;ORI
NGC2038;OC;DOR;PIC
NGC4184;OC;CRU;CEN
IC1611;OC;HYI;TUC
NGC3572;OC;CAR;VEL
NGC2072;OC;DOR;PIC
NGC2000;OC;DOR;HYI
NGC2011;OC;DOR;PIC
IC2148;OC;DOR;MEN
NGC1818B;OC;DOR;PIC
NGC2451A;OC;PUP;CMA
NGC2448;OC;PUP;CMA
NGC2348;OC;CAR;PIC
NGC4230;OC;CEN;CRU
NGC2107;OC;DOR;PIC
NGC3572A;OC;CAR;VEL
NGC2161;OC;DOR;MEN
NGC2972;OC;VEL;CAR
NGC6791;OC;CYG;LYR
IC2140;OC;DOR;MEN
NGC1881;OC;DOR;HYI
NGC1877;OC;DOR;HYI
NGC6169;OC;NOR;SCO
NGC2391;OC;GEM;LYN
NGC1772;OC;DOR;HYI
IC2391;OC;CAR;VEL
NGC433;OC;AND;CAS
NGC1901;OC;DOR;RET
NGC1847;OC;DOR;HYI
NGC1882;OC;DOR;PIC
NAMERob1;OC;DOR;RET
NGC110;OC;CAS;CEP
NGC2547;OC;VEL;CAR
NGC2225;OC;MON;ORI
NGC1870;OC;DOR;HYI
NGC6997;OC;CYG;LYR
IC1369;OC;CYG;LAC
NGC3572a;OC;CAR;VEL
NGC1981;OC;ORI;MON
NGC2070;OC;DOR;PIC
NGC2355;OC;CMI;GEM
IC1708;OC;HYI;TUC
NGC1864;OC;DOR;RET
NGC1835;OC;DOR;PIC
IC2581;OC;CAR;VOL
NGC1983;OC;DOR;PIC
NGC7801;OC;AND;CAS
NGC1919;OC;DOR;PIC
NGC7127;OC;CYG;CEP
NGC2053;OC;DOR;PIC
NGC6318;OC;OPH;SCO
NGC6425;OC;SCO;OPH
NGC1193;OC;PER;TRI
NGC2057;OC;DOR;PIC
NGC2414;OC;CMA;MON
NGC1887;OC;DOR;PIC
NGC1974;OC;DOR;PIC
NGC6858;OC;AQL;SGE
IC1612;OC;HYI;TUC
NAMELW426e;OC;DOR;PIC
NGC4103;OC;CRU;CEN
NGC7281;OC;LAC;CEP
NGC5800;OC;LUP;CEN
NGC269;OC;HYI;TUC
NGC2027;OC;DOR;PIC
NGC2145;OC;DOR;PIC
NGC1823;OC;DOR;HYI
NGC1649;OC;DOR;HYI
NGC1830;OC;DOR;HYI
NGC2671;OC;VEL;PYX
NGC744;OC;CAS;PER
NGC1698;OC;DOR;HYI
NGC6649;OC;SER2;SCT
NGC657;OC;AND;PER
IC348c;OC;TAU;PER
NGC6281;OC;SCO;OPH
NGC1828;OC;DOR;HYI
NGC6525;OC;OPH;HER
NGC241;OC;HYI;TUC
NGC366;OC;CAS;CEP
NGC2678;OC;HYA;CNC
IC2157;OC;GEM;TAU
NGC2094;OC;DOR;PIC
NGC7062;OC;CYG;PEG
NGC2186;OC;MON;ORI
NGC1946;OC;DOR;PIC
NGC6843;OC;SGE;AQL
NGC7129;OC;CEP;DRA
NGC2154;OC;DOR;PIC
NGC6031;OC;NOR;ARA
NGC2539;OC;HYA;MON
NGC1917;OC;DOR;HYI
