alpha/And Alpheratz;S;AND;PEG
beta/And Mirach;S;AND;PSC
gamma/And Alamak;S;AND;TRI
gammaB/And;S;AND;TRI
delta/And;S;AND;PEG
epsilon/And;S;AND;PSC
theta/And;S;AND;CAS
iota/And;S;AND;CAS
omikron/And;S;AND;LAC
pi/And;S;AND;PEG
rho/And;S;AND;CAS
sigma/And;S;AND;CAS
ypsilon/And;S;AND;TRI
chi/And;S;AND;PER
psi/And;S;AND;CAS
omega/And;S;AND;LAC
AN/And;S;AND;CAS
lambda/And;S;AND;CAS
R/And;S;AND;CAS
zeta/And;S;AND;PSC
2/And;S;AND;LAC
kappa/And;S;AND;CAS
phi/And;S;AND;CAS
tau/And;S;AND;TRI
mu/And;S;AND;CAS
nu/And;S;AND;PSC
 Adhil;S-;AND;CAS
alpha/Aql Altair;S;AQL;SGE
beta/Aql Alschain;S;AQL;SGE
gamma/Aql Tarazed;S;SGE;VUL
delta/Aql;S;AQL;SER2
epsilon/Aql Deneb el Okab;S;AQL;SGE
lambda/Aql Al Thalimain Prior;S;AQL;SCT
zeta/Aql Deneb el Okab Australis;S;AQL;SGE
theta/Aql;S;AQL;CAP
sigma/Aql;S;AQL;SER2
eta/Aql;S;AQL;SER2
iota/Aql Al Thalimain;S;AQL;SER2
kappa/Aql;S;AQL;SCT
mu/Aql;S;AQL;SGE
nu/Aql;S;AQL;SER2
xi/Aql;S;AQL;SGE
omikron/Aql;S;SGE;AQL
pi/Aql;S;SGE;VUL
Tau/Aql;S;AQL;SGE
ypsilon/Aql;S;AQL;SGE
phi/Aql;S;SGE;AQL
chi/Aql;S;SGE;VUL
psi/Aql;S;SGE;VUL
omega1/Aql;S;VUL;SGE
omega2/Aql;S;VUL;SGE
Y/Aql;S;AQL;SGE
QS/Aql;S;SGE;VUL
15/Aql;S;AQL;SCT
23/Aql;S;AQL;SER2
57/Aql;S;AQL;SCT
alpha/Aqr Sadalmelik;S;PEG;AQR
beta/Aqr Sadalsuud;S;AQR;PEG
gamma/Aqr Sadachbia;S;AQR;PEG
epsilon/Aqr Albali;S;AQR;CAP
lambda/Aqr Hydor;S;PSC;AQR
delta/Aqr Scheat;S;AQR;PSA
tau1/Aqr;S;AQR;PSC
tau2/Aqr;S;AQR;PSC
eta/Aqr;S;AQR;PEG
zeta/Aqr;S;AQR;PEG
theta/Aqr Ancha;S;AQR;PSC
iota/Aqr;S;AQR;CAP
kappa/Aqr Situla;S;AQR;PEG
mu/Aqr Albulaan;S;AQR;CAP
nu/Aqr Albulaan;S;AQR;CAP
ypsilon/Aqr;S;PSA;AQR
phi/Aqr;S;PSC;AQR
chi/Aqr;S;PSC;AQR
psi1/Aqr;S;PSC;AQR
psi2/Aqr;S;PSC;AQR
psi3/Aqr;S;PSC;AQR
omega1/Aqr;S;AQR;CAP
omega2/Aqr;S;AQR;CAP
88/Aqr;S;SCL;PSA
R/Aqr;S;AQR;SCL
R2/Aqr;S;AQL;SCT
1/Aqr;S;AQL;AQR
89/Aqr;S;SCL;PSA
94/Aqr;S;AQR;CAP
101/Aqr;S;SCL;AQR
107/Aqr;S;SCL;AQR
alpha/Ara Choo;S;NOR;SCO
beta/Ara;S;ARA;TRA
gamma/Ara;S;ARA;TRA
delta/Ara;S;ARA;APS
epsilon1/Ara;S;ARA;TRA
epsilon2/Ara;S;ARA;TRA
zeta/Ara;S;ARA;TRA
eta/Ara;S;ARA;TRA
theta/Ara;S;ARA;TEL
iota/Ara;S;NOR;SCO
kappa/Ara;S;NOR;ARA
lambda/Ara;S;PAV;ARA
mu/Ara;S;PAV;ARA
nu1/Ara;S;ARA;SCO
nu2/Ara;S;ARA;PAV
pi/Ara;S;PAV;ARA
rho1/Ara;S;ARA;NOR
rho2/Ara;S;ARA;NOR
sigma/Ara;S;SCO;NOR
alpha/Ari Hamal;S;TRI;ARI
beta/Ari Scheratan;S;TRI;ARI
gamma/Ari Mesarthim;S;TRI;PSC
delta/Ari Botein;S;ARI;TAU
epsilon/Ari;S;ARI;TRI
zeta/Ari;S;ARI;TRI
eta/Ari;S;TRI;ARI
theta/Ari;S;ARI;CET
iota/Ari;S;TRI;ARI
kappa/Ari;S;TRI;ARI
lambda/Ari;S;TRI;ARI
mu/Ari;S;ARI;TRI
nu/Ari;S;TRI;ARI
xi/Ari;S;CET;PSC
omikron/Ari;S;CET;ARI
pi/Ari;S;ARI;CET
rho1/Ari;S;ARI;CET
rho2/Ari;S;ARI;TRI
rho3/Ari;S;ARI;TRI
sigma/Ari;S;ARI;CET
tau1/Ari;S;ARI;TAU
tau2/Ari;S;ARI;TAU
14/Ari;S;AND;TRI
21/Ari;S;TRI;ARI
33/Ari;S;TRI;PER
41/Ari;S;TRI;PER
SX/Ari;S;PER;TRI
alpha/Aur Capella;S;AUR;CAM
beta/Aur Menkalinan;S;AUR;CAM
delta/Aur;S;AUR;CAM
iota/Aur Hassaleh;S;TAU;AUR
eta/Aur HaedusII;S;AUR;PER
theta/Aur;S;TAU;AUR
theta2/Aur;S;TAU;AUR
kappa/Aur;S;GEM;ORI
lambda/Aur Al Hurr;S;AUR;PER
mu/Aur;S;AUR;TAU
xi/Aur;S;AUR;CAM
omikron/Aur;S;AUR;CAM
pi/Aur;S;AUR;CAM
epsilon/Aur Almaaz;S;CAM;AUR
sigma/Aur;S;TAU;AUR
nu/Aur;S;TAU;AUR
tau/Aur;S;AUR;TAU
upsilon/Aur;S;TAU;AUR
phi/Aur;S;TAU;AUR
chi/Aur;S;TAU;AUR
psi1/Aur;S;LYN;AUR
psi2/Aur;S;AUR;GEM
psi3/Aur;S;AUR;GEM
psi4/Aur;S;AUR;LYN
psi5/Aur;S;GEM;AUR
psi6/Aur;S;LYN;AUR
psi7/Aur;S;AUR;LYN
psi8/Aur;S;LYN;AUR
psi9/Aur;S;LYN;AUR
zeta/Aur Haedus;S;AUR;PER
omega/Aur;S;TAU;AUR
AE/Aur;S;AUR;TAU
AR/Aur;S;AUR;TAU
RT/Aur;S;GEM;ORI
WW/Aur;S;GEM;AUR
UU/Aur;S;GEM;AUR
9/Aur;S;CAM;AUR
16/Aur;S;AUR;TAU
rho/Aur;S;AUR;PER
alpha/Boo Arktur/Arkturus;S;BOO;CVN
beta/Boo Nekkar;S;BOO;CVN
gamma/Boo;S;BOO;CVN
delta/Boo;S;BOO;CRB
epsilon/Boo Izar;S;BOO;CVN
zeta/Boo;S;VIR;BOO
zeta2/Boo;S;VIR;BOO
rho/Boo;S;BOO;CVN
eta/Boo Muphrid/Saak;S;COM;BOO
theta/Boo Asellus Primus;S;BOO;DRA
tau/Boo;S;BOO;COM
13/Boo;S;BOO;UMA
kappa/Boo;S;BOO;UMA
15/Boo;S;BOO;VIR
iota/Boo Asellus Secundus;S;BOO;UMA
18/Boo;S;VIR;BOO
sigma/Boo;S;BOO;CVN
pi/Boo;S;BOO;COM
iota2/Boo;S;BOO;DRA
xsi/Boo;S;BOO;CVN
xsi2/Boo;S;BOO;CVN
44/Boo;S;BOO;DRA
45/Boo;S;BOO;DRA
45-2/Boo;S;BOO;DRA
mu/Boo;S;BOO;CRB
alpha/Cae;S;CAE;ERI
beta/Cae;S;CAE;ERI
gamma/Cae;S;CAE;COL
delta/Cae;S;PIC;DOR
zeta/Cae;S;CAE;ERI
nu/Cae;S;PIC;CAE
alpha/Cam;S;CAM;CAS
beta/Cam;S;CAM;AUR
gamma/Cam;S;CAM;CEP
TU/Cam;S;AUR;CAM
7/Cam;S;AUR;CAM
11/Cam;S;CAM;AUR
BE/Cam;S;CAM;CAS
gamma/Cam;S;CAM;CEP
CS/Cam;S;CAM;PER
M/Cam;S;CAM;CEP
alpha/Cnc Akubens;S;HYA;CNC
beta/Cnc Altarf;S;HYA;CMI
gamma/Cnc Asellus Borealis;S;GEM;CNC
delta/Cnc Asellus Australis;S;CNC;GEM
epsilon/Cnc;S;GEM;CNC
rho/Cnc;S;CNC;GEM
X/Cnc;S;CMI;CNC
zeta/Cnc Tegmine;S;CNC;GEM
eta/Cnc;S;GEM;CNC
theta/Cnc;S;GEM;CNC
iota/Cnc;S;CNC;GEM
kappa/Cnc;S;HYA;CNC
lambda/Cnc;S;CNC;GEM
mu1/Cnc;S;GEM;CNC
mu2/Cnc;S;GEM;CNC
nu/Cnc;S;CNC;GEM
xi/Cnc;S;GEM;CNC
omikron1/Cnc;S;HYA;CNC
omikron2/Cnc;S;HYA;CNC
pi2/Cnc;S;HYA;LEO
pi1/Cnc;S;HYA;CNC
rho1/Cnc;S;CNC;GEM
rho2/Cnc;S;CNC;GEM
sigma1/Cnc;S;LYN;CNC
sigma2/Cnc;S;GEM;LYN
sigma3/Cnc;S;LYN;CNC
tau/Cnc;S;LYN;CNC
upsilon1/Cnc;S;LYN;CNC
upsilon2/Cnc;S;LYN;CNC
phi1/Cnc;S;CNC;GEM
phi2/Cnc;S;CNC;GEM
chi/Cnc;S;CNC;GEM
psi1/Cnc;S;GEM;CNC
psi2/Cnc;S;GEM;CNC
omega/Cnc;S;GEM;CNC
alpha1/Cap Algiedi;S;AQL;CAP
alpha11/Cap;S;AQL;CAP
alpha2/Cap;S;AQL;CAP
alpha21/Cap;S;AQL;CAP
beta/Cap Dabih;S;CAP;AQL
beta1/Cap;S;CAP;AQL
delta/Cap Deneb Algedi;S;AQR;CAP
gamma/Cap Nashira;S;AQR;CAP
pi/Cap Okul;S;MIC;CAP
rho/Cap;S;MIC;CAP
rho1/Cap;S;MIC;CAP
sigma/Cap;S;CAP;SGR
theta/Cap;S;CAP;AQR
nu/Cap;S;AQL;CAP
eta/Cap Arm;S;CAP;AQR
xsi/Cap;S;CAP;AQR
zeta/Cap;S;CAP;PSA
psi/Cap;S;CAP;MIC
omega/Cap Baten Algiedi;S;MIC;CAP
alpha/Car Canopus;S;CAR;PIC
beta/Car Miaplacidus;S;CAR;VOL
epsilon/Car She/(Avior);S;VEL;CAR
iota/Car Tureis;S;CAR;VOL
mu/Car;S;CAR;VOL
theta/Car;S;CAR;VOL
alpha/Cas Schedir;S;AND;CAS
beta/Cas Caph;S;CAS;CEP
gamma/Cas Cih;S;CAS;CEP
delta/Cas Ksora;S;CAS;PER
epsilon/Cas Segin;S;CAS;PER
AR/Cas;S;AND;CAS
AR/Cas;S;AND;CAS
AR/Cas;S;AND;CAS
AR/Cas;S;AND;CAS
AR/Cas;S;AND;CAS
6/Cas;S;CAS;CEP
6/Cas;S;CAS;CEP
sigma/Cas;S;CAS;AND
lambda/Cas;S;CAS;AND
omikron/Cas;S;AND;CAS
eta/Cas;S;CAS;AND
eta/Cas;S;CAS;AND
eta/Cas;S;CAS;AND
mu/Cas;S;AND;CAS
theta/Cas;S;AND;CAS
phi/Cas;S;AND;CAS
phi/Cas;S;AND;CAS
psi/Cas;S;CAS;CEP
psi/Cas;S;CAS;CEP
48/Cas;S;CAS;CEP
iota/Cas;S;CAS;PER
iota/Cas;S;CAS;PER
alpha1/Cen Rigil Kent;S;CEN;CIR
alpha2/Cen;S;CEN;CIR
beta/Cen Hadar;S;CIR;MUS
gamma/Cen Koo Low;S;CEN;CRU
delta/Cen;S;CRU;CEN
epsilon/Cen;S;CEN;CRU
eta/Cen;S;LUP;CEN
iota/Cen;S;CEN;HYA
zeta/Cen;S;CEN;LUP
1/Cen;S;HYA;CEN
2/Cen;S;HYA;VIR
theta/Cen Haratan;S;CEN;HYA
alpha/Cep Alderamin;S;CEP;CYG
beta/Cep Alfirk;S;CEP;DRA
gamma/Cep Errai;S;CEP;CAS
delta/Cep;S;LAC;CEP
iota/Cep;S;CEP;LAC
zeta/Cep;S;LAC;CEP
eta/Cep Al Kidr;S;DRA;CEP
epsilon/Cep;S;LAC;CEP
mu/Cep Granatstern;S;CEP;CYG
kappa/Cep;S;DRA;CEP
pi/Cep;S;CEP;DRA
ksi/Cep Kurhah;S;CYG;CEP
omikron/Cep;S;CAS;CEP
T/Cep;S;CEP;DRA
alpha/Cet Menkar;S;CET;ERI
beta/Cet Deneb Kaitos;S;CET;SCL
gamma/Cet Kaffaljidhm;S;CET;ERI
delta/Cet;S;CET;ERI
eta/Cet Deneb Algenubi;S;CET;PSC
iota/Cet Shemali;S;PSC;CET
lambda/Cet;S;CET;PSC
1/Cet;S;CET;PSC
2/Cet;S;CET;PSC
zeta/Cet Baten Kaitos;S;CET;PSC
omikron/Cet Mira;S;CET;ERI
mu/Cet;S;CET;ARI
nu/Cet;S;CET;PSC
kappa/Cet;S;CET;TAU
tau/Cet;S;CET;FOR
theta/Cet;S;CET;PSC
ypsilon/Cet;S;CET;FOR
xi2/Cet;S;CET;PSC
xi1/Cet;S;CET;PSC
alpha/CMa Sirius;S;CMA;MON
beta/CMa Murzim;S;CMA;MON
gamma/CMa Muliphein;S;MON;CMA
delta/CMa Wezen;S;CMA;PUP
epsilon/CMa Adhara;S;CMA;PUP
eta/CMa Aludra;S;CMA;PUP
zeta/CMa Furud;S;CMA;COL
omikron2/CMa;S;CMA;PUP
omikron1/CMa;S;CMA;PUP
pi/CMa;S;CMA;MON
my/CMa;S;MON;ORI
xsi1/CMa;S;CMA;COL
tau/CMa;S;CMA;PUP
tau2/CMa;S;CMA;PUP
UW/CMa;S;CMA;PUP
27/CMa;S;CMA;PUP
sigma/CMa;S;CMA;PUP
VY/CMa;S;CMA;PUP
alpha2/CMi Procyon;S;GEM;CMI
beta/CMi;S;CMI;MON
eta/CMi;S;CMI;MON
gamma/CMi;S;CMI;MON
delta1/CMi;S;CMI;MON
delta2/CMi;S;GEM;CMI
delta3/CMi;S;GEM;CMI
epsilon/CMi;S;CMI;MON
zeta/CMi;S;CMI;CNC
alpha/Col Phact;S;COL;CAE
beta/Col Wezen;S;COL;PIC
gamma/Col;S;PIC;COL
delta/Col;S;COL;CMA
epsilon/Col;S;PIC;COL
eta/Col;S;PIC;CAR
theta/Col;S;COL;CMA
kappa/Col;S;CMA;COL
lambda/Col Tsze;S;COL;PIC
mu/Col;S;COL;LEP
nu1/Col;S;COL;LEP
nu2/Col;S;COL;LEP
xi/Col;S;PIC;COL
omikron/Col;S;COL;PIC
pi1/Col;S;PIC;COL
pi2/Col;S;PIC;COL
sigma/Col;S;COL;LEP
alpha/Com Diadem;S;COM;VIR
beta/Com Al Dafirah;S;COM;CVN
gamma/Com;S;COM;CVN
UU/Com;S;COM;CVN
17/Com;S;COM;CVN
24/Com;S;COM;VIR
35/Com;S;COM;VIR
alpha/CrA Alfecca Meridiana;S;CRA;TEL
beta/CrA;S;CRA;TEL
gamma/CrA;S;CRA;ARA
delta/CrA;S;CRA;TEL
epsilon/CrA;S;CRA;SGR
lambda/CrA;S;CRA;ARA
zeta/CrA;S;CRA;SGR
eta1/CrA;S;CRA;TEL
eta2/CrA;S;CRA;ARA
theta/CrA;S;CRA;TEL
kappa1/CrA;S;CRA;TEL
kappa2/CrA;S;CRA;TEL
mu/CrA;S;CRA;TEL
alpha/CrB Alphecca/Gemma;S;BOO;CRB
beta/CrB Nusakan;S;BOO;CRB
gamma/CrB;S;BOO;CRB
delta/CrB;S;BOO;CRB
lambda/CrB;S;BOO;CRB
rho/CrB;S;HER;CRB
sigma/CrB;S;CRB;HER
sigma/CrB;S;CRB;HER
theta/CrB;S;BOO;CRB
epsilon/CrB;S;HER;SER1
iota/CrB;S;HER;SER1
zeta2/CrB;S;BOO;CRB
eta/CrB;S;BOO;CRB
kappa/CrB;S;BOO;CRB
mu/CrB;S;BOO;CRB
xi/CrB;S;CRB;HER
omikron/CrB;S;BOO;CRB
rho/CrB;S;HER;CRB
tau/CrB;S;CRB;HER
R/CrB;S;BOO;CRB
T/CrB;S;HER;SER1
alpha1/Cru Acrux;S;CEN;CRU
alpha2/Cru;S;CEN;CRU
beta/Cru Mimosa;S;CEN;CRU
gamma/Cru Gacrux;S;CRU;CEN
delta/Cru;S;CEN;CRU
epsilon/Cru;S;CEN;CRU
zeta/Cru;S;CEN;CRU
theta1/Cru;S;CRU;CEN
theta2/Cru;S;CRU;CEN
iota/Cru;S;CEN;CRU
kappa/Cru;S;CRU;CEN
lambda/Cru;S;CRU;CEN
mu1/Cru;S;CRU;CEN
mu2/Cru;S;CRU;CEN
alpha/Crv Alchiba;S;HYA;COM
beta/Crv Kraz;S;HYA;CRV
gamma/Crv Gienah Corvi;S;HYA;CRV
delta/Crv Algorab;S;CRV;CRT
epsilon/Crv Minkar;S;HYA;CRV
eta/Crv;S;CRV;CRT
zeta/Crv;S;HYA;CRV
alpha/Crt Alkes;S;CRT;HYA
beta/Crt Al Sharasif;S;HYA;CRT
gamma/Crt;S;CRT;HYA
delta/Crt;S;CRT;HYA
lambda/Crt;S;CRT;HYA
eta/Crt;S;CRT;CRV
theta/Crt;S;LEO;VIR
zeta/Crt;S;CRT;HYA
iota/Crt;S;CRT;LEO
epsilon/Crt;S;CRT;HYA
SZ/Crt;S;CRT;HYA
alpha/CVn Cor Caroli;S;COM;CVN
beta/CVn Asterion;S;CVN;COM
2/CVn;S;CVN;UMA
4/CVn;S;COM;CVN
5/CVn;S;CVN;UMA
6/CVn;S;COM;CVN
19/CVn;S;COM;CVN
20/CVn;S;COM;CVN
21/CVn;S;CVN;UMA
24/CVn;S;CVN;UMA
25/CVn;S;COM;BOO
Y/CVn La Superba;S;CVN;UMA
alpha/Cyg Deneb;S;CYG;LYR
beta/Cyg Albireo;S;CYG;LYR
gamma/Cyg Sadr;S;CYG;LYR
delta/Cyg Rukh;S;CYG;LYR
epsilon/Cyg Gienah;S;VUL;CYG
lambda/Cyg;S;VUL;CYG
lambda2/Cyg;S;VUL;CYG
phi/Cyg;S;DRA;CEP
phi2/Cyg;S;DRA;CEP
mu/Cyg;S;PEG;CYG
eta/Cyg;S;VUL;CYG
eta1/Cyg;S;VUL;CYG
iota1/Cyg;S;CYG;DRA
iota2/Cyg;S;CYG;DRA
theta/Cyg;S;CYG;DRA
zeta/Cyg;S;VUL;CYG
pi1/Cyg Azelfafage;S;CYG;LAC
pi2/Cyg Pennae Caudalis;S;CYG;CEP
rho/Cyg;S;CYG;PEG
sigma/Cyg;S;VUL;CYG
chi/Cyg;S;VUL;CYG
V380/Cyg;S;CYG;LYR
V695/Cyg;S;CYG;LYR
P/Cyg;S;VUL;CYG
V832/Cyg;S;CYG;CEP
DT/Cyg;S;VUL;CYG
W/Cyg;S;CYG;PEG
17/Cyg;S;VUL;CYG
19/Cyg;S;VUL;CYG
26/Cyg;S;DRA;CYG
29/Cyg;S;VUL;CYG
30/Cyg;S;CYG;DRA
31/Cyg;S;CYG;LYR
32/Cyg;S;CYG;DRA
33/Cyg;S;DRA;CEP
35/Cyg;S;VUL;CYG
39/Cyg;S;VUL;CYG
41/Cyg;S;VUL;DEL
omega1/Cyg;S;CYG;CEP
omega2/Cyg;S;CYG;CEP
47/Cyg;S;VUL;CYG
52/Cyg;S;VUL;CYG
55/Cyg;S;CYG;CEP
56/Cyg;S;CYG;LYR
57/Cyg;S;CYG;LYR
59/Cyg;S;CYG;CEP
60/Cyg;S;CYG;CEP
61/Cyg Bessels Stern;S;VUL;CYG
63/Cyg;S;CYG;LAC
tau/Cyg;S;VUL;CYG
ypsilon/Cyg;S;VUL;CYG
68/Cyg;S;CYG;LYR
71/Cyg;S;CYG;PEG
72/Cyg;S;VUL;PEG
74/Cyg;S;CYG;LYR
75/Cyg;S;CYG;LYR
191/Cyg;S;VUL;CYG
261/Cyg;S;DRA;CYG
311/Cyg;S;CYG;LYR
291/Cyg;S;VUL;CYG
292/Cyg;S;VUL;CYG
611/Cyg;S;VUL;CYG
612/Cyg;S;VUL;CYG
613/Cyg;S;VUL;CYG
tau1/Cyg;S;VUL;CYG
ypsilon1/Cyg;S;VUL;CYG
751/Cyg;S;CYG;LYR
alpha/Del Sualocin;S;VUL;DEL
beta/Del Rotanev;S;VUL;DEL
beta1/Del;S;VUL;DEL
gamma/Del;S;DEL;EQU
delta/Del;S;VUL;DEL
epsilon/Del Deneb Dulfim;S;DEL;VUL
kappa/Del;S;AQL;AQR
zeta/Del;S;VUL;DEL
eta/Del;S;VUL;DEL
theta/Del;S;VUL;DEL
iota/Del;S;DEL;VUL
kappa/Del;S;AQL;AQR
rho~Aql/Del;S;SGE;DEL
18/Del;S;EQU;DEL
EU/Del;S;VUL;DEL
U/Del;S;DEL;VUL
alpha/Dra Thuban;S;UMI;DRA
beta/Dra Alwaid;S;DRA;HER
gamma/Dra Etamin;S;HER;DRA
delta/Dra Altais;S;DRA;CYG
eta/Dra Aldhibain;S;DRA;UMI
eta1/Dra;S;DRA;UMI
xi/Dra Grumium;S;DRA;HER
lambda/Dra Gianfar;S;DRA;UMA
AF/Dra;S;DRA;CEP
17/Dra;S;DRA;HER
16/Dra;S;DRA;HER
nu/Dra;S;HER;DRA
26/Dra;S;DRA;UMI
psi/Dra Dziban;S;UMI;DRA
phi/Dra;S;DRA;UMI
39/Dra;S;DRA;HER
39/Dra;S;DRA;HER
46/Dra;S;DRA;HER
omikron/Dra;S;DRA;HER
epsilon/Dra;S;DRA;UMI
chi/Dra;S;DRA;UMI
zeta/Dra Aldhibah;S;DRA;UMI
theta/Dra;S;DRA;HER
iota/Dra Edasich;S;BOO;DRA
kappa/Dra;S;DRA;UMA
pi/Dra;S;DRA;CYG
rho/Dra;S;DRA;CEP
sigma/Dra Alsafi;S;DRA;CYG
tau/Dra;S;DRA;UMI
ypsilon/Dra;S;DRA;CEP
omega/Dra;S;DRA;UMI
alpha/Equ Kitalpha;S;PEG;EQU
beta/Equ;S;PEG;EQU
gamma/Equ;S;PEG;EQU
delta/Equ;S;PEG;EQU
epsilon/Equ;S;EQU;DEL
zeta/Equ;S;PEG;EQU
lambda/Equ;S;EQU;DEL
alpha/Eri Archenar;S;ERI;PHE
beta/Eri Cursa;S;ERI;ORI
gamma/Eri Zaurak;S;ERI;CET
delta/Eri;S;TAU;ERI
epsilon/Eri;S;TAU;ERI
theta/Eri;S;ERI;HOR
eta/Eri Azha;S;CET;ERI
phi/Eri;S;HOR;ERI
chi/Eri;S;ERI;PHE
pi/Eri;S;ERI;CET
kappa/Eri;S;ERI;HOR
nu/Eri;S;ERI;TAU
mu/Eri;S;ERI;ORI
rho2/Eri;S;CET;ERI
zeta/Eri Zibal;S;CET;ERI
15/Eri;S;ERI;CET
tau4/Eri;S;ERI;CET
tau41/Eri;S;ERI;CET
tau42/Eri;S;ERI;CET
tau43/Eri;S;ERI;CET
tau44/Eri;S;ERI;CET
S/Eri;S;ERI;LEP
f/Eri;S;FOR;ERI
30/Eri;S;ERI;TAU
32/Eri;S;ERI;TAU
39/Eri;S;ERI;TAU
391/Eri;S;ERI;TAU
omikron1/Eri Beid;S;ERI;TAU
omikron2/Eri Keid;S;ERI;TAU
53/Eri Sceptrum;S;ERI;FOR
54/Eri;S;ERI;CAE
62/Eri;S;ERI;LEP
66/Eri;S;ERI;LEP
omega/Eri;S;CET;FOR
ypsilon1/Eri Theemin;S;CAE;ERI
ypsilon2/Eri Beemin;S;CAE;ERI
ypsilon3/Eri;S;CAE;ERI
ypsilon4/Eri;S;CAE;ERI
lambda/Eri;S;ERI;ORI
psi/Eri;S;ERI;LEP
xi/Eri;S;ERI;TAU
alpha/Gem Castor;S;GEM;LYN
alpha/Gem Castor;S;GEM;LYN
beta/Gem Pollux;S;GEM;LYN
beta/Gem Pollux;S;GEM;LYN
beta/Gem Pollux;S;GEM;LYN
gamma/Gem Almisan;S;GEM;MON
delta/Gem Wasat;S;CMI;GEM
epsilon/Gem Mebsuta;S;GEM;AUR
lambda/Gem;S;GEM;CMI
rho/Gem;S;GEM;LYN
sigma/Gem;S;GEM;LYN
iota/Gem;S;GEM;LYN
kappa/Gem;S;GEM;AUR
mu/Gem Tejat Posterior;S;GEM;ORI
pi/Gem;S;GEM;LYN
chi/Gem;S;GEM;CNC
nu/Gem;S;GEM;ORI
eta/Gem Tejat Prior;S;GEM;ORI
zeta1/Gem;S;GEM;CMI
zeta/Gem Mekbuda;S;GEM;CMI
tau/Gem;S;GEM;AUR
theta/Gem;S;AUR;GEM
xi/Gem Alzirr;S;GEM;MON
omikron/Gem;S;GEM;LYN
51/Gem;S;GEM;CMI
51/Gem;S;GEM;CMI
R/Gem;S;GEM;CMI
38/Gem;S;GEM;MON
38/Gem;S;GEM;MON
63/Gem;S;GEM;CMI
63/Gem;S;GEM;CMI
gamma/Gen;S;CEN;CRU
alpha/Gru Al Na'ir;S;GRU;IND
beta/Gru Al Dhanab;S;GRU;TUC
gamma/Gru;S;MIC;GRU
alpha/Her Rasalgethi;S;OPH;HER
beta/Her Kornephoros;S;CRB;HER
gamma/Her;S;CRB;HER
delta/Her Sarin;S;HER;CRB
kappa/Her;S;HER;SER1
lambda/Her Maasym;S;HER;CRB
mu/Her;S;HER;OPH
rho/Her;S;HER;CRB
zeta/Her;S;HER;CRB
epsilon/Her Cujam;S;HER;CRB
eta/Her Sophian;S;HER;LYR
pi/Her;S;HER;CRB
sigma/Her;S;HER;DRA
tau/Her Rukbalgethi Shemali;S;CRB;HER
phi/Her;S;HER;BOO
chi/Her;S;BOO;HER
omega/Her Kajam;S;HER;SER1
omikron/Her Atia;S;HER;LYR
iota/Her;S;HER;DRA
theta/Her Rukbalgethi Genubi;S;HER;CRB
xi/Her;S;HER;CRB
30/Her;S;CRB;HER
43/Her;S;OPH;HER
45/Her;S;OPH;HER
52/Her;S;HER;DRA
60/Her;S;HER;OPH
68/Her;S;HER;CRB
72/Her;S;HER;CRB
70/Her;S;HER;CRB
83/Her;S;HER;OPH
90/Her;S;HER;LYR
95/Her;S;OPH;HER
99/Her;S;HER;LYR
109/Her;S;HER;OPH
111/Her;S;AQL;OPH
111/Her;S;AQL;OPH
111/Her;S;AQL;OPH
113/Her;S;HER;VUL
U/Her;S;HER;CRB
V441/Her;S;HER;CRB
alpha/Hya Alphard;S;HYA;PYX
beta/Hya;S;CRT;HYA
gamma/Hya;S;HYA;VIR
delta/Hya;S;HYA;CMI
epsilon/Hya;S;HYA;CMI
eta/Hya;S;HYA;CMI
phi/Hya;S;HYA;CMI
theta/Hya;S;HYA;CMI
iota/Hya;S;HYA;SEX
lambda/Hya;S;HYA;SEX
omikron/Hya;S;ANT;HYA
pi/Hya;S;HYA;VIR
rho/Hya;S;HYA;CMI
sigma/Hya;S;HYA;CMI
psi/Hya;S;HYA;VIR
tau1/Hya;S;HYA;SEX
tau2/Hya;S;HYA;LEO
nu/Hya;S;CRT;HYA
mu/Hya;S;HYA;CRT
ypsilon1/Hya;S;ANT;HYA
ypsilon2/Hya;S;HYA;SEX
xi/Hya;S;ANT;HYA
zeta/Hya;S;HYA;CMI
omega/Hya;S;HYA;CMI
19/Hya;S;HYA;PYX
23/Hya;S;SGR;AQL
27/Hya;S;HYA;SEX
54/Hya;S;LIB;HYA
U/Hya;S;HYA;SEX
R/Hya;S;HYA;VIR
alpha/Hyi;S;ERI;HOR
beta/Hyi;S;HYI;TUC
alpha/Lac;S;LAC;CEP
beta/Lac;S;LAC;CEP
2/Lac;S;LAC;CEP
4/Lac;S;LAC;CEP
5/Lac;S;LAC;CEP
10/Lac;S;LAC;PEG
12/Lac;S;LAC;PEG
13/Lac;S;LAC;PEG
DD/Lac;S;LAC;PEG
EN/Lac;S;LAC;PEG
EW/Lac;S;LAC;CAS
alpha/Leo Regulus;S;LEO;SEX
beta/Leo Denebola;S;LEO;VIR
gamma/Leo Algieba;S;LMI;LEO
gamma/Leo Algieba;S;LMI;LEO
gamma/Leo Algieba;S;LMI;LEO
delta/Leo Zosma;S;LEO;COM
epsilon/Leo Algenubi;S;LEO;LMI
phi/Leo;S;LEO;COM
iota/Leo;S;LEO;SEX
lambda/Leo Alterf;S;LEO;LMI
pi/Leo;S;LEO;SEX
mu/Leo Rasalas;S;LEO;LMI
tau/Leo;S;LEO;SEX
